STATECD,COUNTYCD,FORTYPCD,n_plots,sdimax_metric_mean,sdimax_metric_median,sdimax_metric_p25,sdimax_metric_p75,sdimax_english_mean,sdimax_english_median
25,3,801,38,992,944.5,825.5,1150.6,401.5,382.2
25,3,805,10,985.1,923.6,901.5,1096.9,398.7,373.8
25,3,809,3,1010.9,860.9,798.4,1141.4,409.1,348.4
25,3,901,2,1006,1052.3,994,1017.9,407.1,425.8
25,5,103,5,1261,1334.1,1255.6,1304.9,510.3,539.9
25,5,401,6,842.3,837.1,759.1,892.1,340.9,338.8
25,5,409,1,1165.2,1152.8,1165.2,1165.2,471.5,466.5
25,5,503,5,819.9,842.2,753.7,908.8,331.8,340.8
25,5,504,3,830.9,843.4,708.6,978.6,336.2,341.3
25,5,505,1,666.1,683.3,666.1,666.1,269.6,276.5
25,5,510,1,1055.7,986.8,1055.7,1055.7,427.2,399.3
25,5,515,2,807.8,775.2,779.2,836.5,326.9,313.7
25,5,519,5,725.7,773.1,540.3,832.3,293.7,312.8
25,5,520,3,651.5,568,551.5,721.6,263.7,229.9
25,5,608,5,813.2,798.3,756.6,903,329.1,323.1
25,5,708,4,744.8,681.6,656.8,787.3,301.4,275.8
25,5,809,2,793,769.1,790.1,795.8,320.9,311.2
25,5,903,1,951.7,889.9,951.7,951.7,385.2,360.1
25,7,167,2,493.7,472.3,444,543.3,199.8,191.1
25,7,409,1,593.7,561.5,593.7,593.7,240.2,227.2
25,7,501,1,215.1,217.2,215.1,215.1,87.1,87.9
25,7,503,2,552.5,536.5,513.8,591.2,223.6,217.1
25,7,515,1,278.1,311.1,278.1,278.1,112.6,125.9
25,9,103,4,1200.1,1172.7,1135.1,1272.8,485.7,474.6
25,9,401,5,1241.6,1182.1,1018.9,1483.4,502.5,478.4
25,9,409,1,1069.7,1045.8,1069.7,1069.7,432.9,423.2
25,9,503,6,796.3,819.9,665.1,891.3,322.3,331.8
25,9,505,1,1055.7,1041.3,1055.7,1055.7,427.2,421.4
25,9,519,3,805.7,1041.1,622.2,1117.9,326.1,421.3
25,9,702,1,1156.4,1040.2,1156.4,1156.4,468,421
25,9,708,6,664.4,591.3,545.7,692.8,268.9,239.3
25,9,801,2,916.4,894.1,727.6,1105.2,370.9,361.8
25,9,809,1,428.1,438.3,428.1,428.1,173.3,177.4
25,9,962,1,1145.8,1142.3,1145.8,1145.8,463.7,462.3
25,9,999,1,269.3,257.4,269.3,269.3,109,104.2
25,11,103,6,1240.5,1124.1,972.6,1421.4,502,454.9
25,11,104,3,1147.5,1167.2,1051.6,1250.3,464.4,472.3
25,11,105,1,1176,1186.4,1176,1176,475.9,480.1
25,11,123,1,1148.5,1198,1148.5,1148.5,464.8,484.8
25,11,401,8,1077.6,1134.1,1026.2,1245,436.1,458.9
25,11,503,3,1131.5,1063.8,1029.4,1207.2,457.9,430.5
25,11,505,7,931.6,888.4,897,989.9,377,359.5
25,11,520,1,821.6,804,821.6,821.6,332.5,325.4
25,11,801,25,1064.2,1012.1,834.7,1276.4,430.6,409.6
25,11,802,1,1139.2,1134.7,1139.2,1139.2,461,459.2
25,11,805,4,972,767.9,707.5,1041.5,393.4,310.8
25,11,901,1,955.7,908.9,955.7,955.7,386.7,367.8
25,11,962,6,1112.4,1133.8,1017.1,1237,450.2,458.8
25,11,999,1,168.4,169.8,168.4,168.4,68.1,68.7
25,13,103,2,1572.3,1517.8,1216.6,1928,636.3,614.2
25,13,104,1,1428.3,1388.3,1428.3,1428.3,578,561.8
25,13,105,3,1525.3,1535.3,1405,1664.2,617.3,621.3
25,13,401,3,1120.2,1077.5,1052.7,1167.1,453.3,436
25,13,503,9,918.3,979.4,613.5,1181.7,371.6,396.3
25,13,505,4,773.8,745.3,671.8,846.7,313.1,301.6
25,13,514,1,557.4,392.9,557.4,557.4,225.6,159
25,13,515,3,1355.6,1262.5,1289.9,1396.1,548.6,510.9
25,13,519,4,713.4,677.4,671.2,726.2,288.7,274.1
25,13,707,1,638.4,710.8,638.4,638.4,258.4,287.7
25,13,708,1,961.2,952.8,961.2,961.2,389,385.6
25,13,801,15,981.7,1045.8,726.8,1179.8,397.3,423.2
25,13,805,2,1112.8,1095.5,938.3,1287.3,450.3,443.3
25,13,809,3,995.9,1051.9,862.5,1191.8,403,425.7
25,13,901,3,858.3,826.2,813.6,882.2,347.3,334.4
25,13,962,4,1016.8,955.6,932.8,1135,411.5,386.7
25,15,103,2,1103.4,1082.8,1091.5,1115.3,446.5,438.2
25,15,104,1,1683.6,1647.1,1683.6,1683.6,681.3,666.5
25,15,401,3,1055.7,920.4,893.6,1151.2,427.2,372.5
25,15,409,1,1008.5,1074.5,1008.5,1008.5,408.1,434.9
25,15,503,4,974.8,975,927.4,1044.2,394.5,394.6
25,15,505,3,899.4,955.5,850.8,980.5,364,386.7
25,15,515,1,1277.8,1210.2,1277.8,1277.8,517.1,489.7
25,15,519,2,856.4,829.6,848.6,864.3,346.6,335.7
25,15,707,1,1190.5,1164.9,1190.5,1190.5,481.8,471.4
25,15,709,1,1040.8,1060.2,1040.8,1040.8,421.2,429.1
25,15,801,16,1032.2,924.4,833.7,1283,417.7,374.1
25,15,805,1,565.3,568,565.3,565.3,228.8,229.9
25,15,809,6,813.3,838.2,695.5,968.5,329.1,339.2
25,15,901,1,631.4,628.8,631.4,631.4,255.5,254.5
25,15,962,3,961,1016.2,834.5,1108.5,388.9,411.3
25,17,103,10,1125,1212.7,774.5,1425.2,455.3,490.8
25,17,401,6,1152.2,1083.8,946.6,1241.5,466.3,438.6
25,17,503,10,1008.7,937.8,919.4,1054.7,408.2,379.5
25,17,505,8,892.7,802.2,761.6,1018.6,361.3,324.7
25,17,510,1,769.3,747,769.3,769.3,311.3,302.3
25,17,515,1,832.7,884.5,832.7,832.7,337,358
25,17,516,1,660.8,663.9,660.8,660.8,267.4,268.7
25,17,519,3,734,704.4,552.5,911.7,297.1,285
25,17,702,1,402.1,292.9,402.1,402.1,162.7,118.5
25,17,708,9,587.1,631.6,425.3,725.9,237.6,255.6
25,17,809,1,639.4,631.9,639.4,639.4,258.8,255.7
25,17,999,1,420,407.4,420,420,170,164.9
25,19,167,1,505.5,532.7,505.5,505.5,204.6,215.6
25,19,514,1,607.5,507.1,607.5,607.5,245.8,205.2
25,19,520,1,1544,1335.9,1544,1544,624.8,540.6
25,19,999,1,507.1,290,507.1,507.1,205.2,117.3
25,21,103,5,1473.2,1441.2,1169.6,1910.6,596.2,583.2
25,21,401,3,869.6,845.2,863.7,880.7,351.9,342
25,21,503,5,816.7,796,705.7,873,330.5,322.1
25,21,505,1,786.9,797.4,786.9,786.9,318.5,322.7
25,21,510,2,810.4,800.4,690,930.8,328,323.9
25,21,520,1,1243.5,1211,1243.5,1243.5,503.2,490.1
25,21,706,1,1401.3,1258.2,1401.3,1401.3,567.1,509.2
25,21,708,6,889.5,895.8,535.9,1168,360,362.5
25,21,995,1,1091.6,1054.3,1091.6,1091.6,441.8,426.7
25,21,999,1,444.5,477,444.5,444.5,179.9,193.1
25,23,103,13,1075.1,996.4,947.8,1201.4,435.1,403.2
25,23,104,1,1263.7,1340.6,1263.7,1263.7,511.4,542.5
25,23,167,6,601.6,645.1,590.9,675.6,243.5,261.1
25,23,401,10,1014.9,996.9,956.5,1122.9,410.7,403.4
25,23,409,1,975.2,997.5,975.2,975.2,394.6,403.7
25,23,503,6,1000.9,1021,901,1102.2,405,413.2
25,23,504,1,533.5,608.8,533.5,533.5,215.9,246.4
25,23,515,1,816.2,810.7,816.2,816.2,330.3,328.1
25,23,608,1,656.1,648.9,656.1,656.1,265.5,262.6
25,23,702,1,962.9,915,962.9,962.9,389.7,370.3
25,23,708,1,1052.7,1022.6,1052.7,1052.7,426,413.8
25,23,999,2,691.9,649.1,554.6,829.3,280,262.7
25,27,103,26,1199.6,1213.3,954.3,1456,485.5,491
25,27,104,1,2152.6,2101.4,2152.6,2152.6,871.1,850.4
25,27,105,1,1545.9,1498.5,1545.9,1545.9,625.6,606.4
25,27,123,1,877.2,897.2,877.2,877.2,355,363.1
25,27,401,14,1012,840.2,727.1,1253.6,409.5,340
25,27,503,25,881.5,869.4,733.2,990,356.7,351.8
25,27,505,17,938.6,945.3,751.3,1012,379.8,382.6
25,27,510,2,592.2,574.2,560.1,624.3,239.7,232.4
25,27,515,6,957.7,873.5,813,1103.7,387.6,353.5
25,27,516,4,764.9,659.8,534.9,952,309.6,267
25,27,519,8,907.3,797.2,637.9,1199.1,367.2,322.6
25,27,608,1,1366.1,1375.6,1366.1,1366.1,552.9,556.7
25,27,703,1,1140.2,1062.1,1140.2,1140.2,461.4,429.8
25,27,705,1,513,530.6,513,513,207.6,214.7
25,27,708,5,836,874.3,714.7,900.6,338.3,353.8
25,27,801,2,912.7,931.6,825.9,999.5,369.4,377
25,27,805,2,585.1,546.1,581.5,588.7,236.8,221
25,27,902,1,660.5,665.4,660.5,660.5,267.3,269.3
25,27,903,2,762.5,742,563.3,961.8,308.6,300.3
25,27,962,1,703.6,713.4,703.6,703.6,284.7,288.7
25,27,995,1,570.7,522.9,570.7,570.7,231,211.6
25,27,999,1,349.5,388,349.5,349.5,141.4,157
33,1,103,2,1416.4,1354.2,1142,1690.9,573.2,548
33,1,104,3,1291.8,1370.3,1159.4,1471.9,522.8,554.5
33,1,105,7,1093.3,876.8,840.2,1283,442.4,354.8
33,1,401,1,683.4,704.6,683.4,683.4,276.6,285.1
33,1,503,1,1144.6,1133.1,1144.6,1144.6,463.2,458.6
33,1,505,6,1062.5,1025.6,911.2,1188,430,415
33,1,801,16,988.2,984.2,750.5,1175.8,399.9,398.3
33,1,805,1,953.1,885.3,953.1,953.1,385.7,358.3
33,1,809,2,1153.9,1114.8,919.8,1388,467,451.1
33,1,901,1,751.2,733.2,751.2,751.2,304,296.7
33,3,103,3,819.1,871.8,745.5,936.5,331.5,352.8
33,3,105,8,1258.3,1261.9,1140.4,1408.8,509.2,510.7
33,3,121,1,468.6,447.5,468.6,468.6,189.6,181.1
33,3,123,12,1092,1086.1,905.2,1267.6,441.9,439.5
33,3,167,1,702.8,712.1,702.8,702.8,284.4,288.2
33,3,401,9,981,813.9,687.7,1355.6,397,329.4
33,3,409,1,729.5,750.6,729.5,729.5,295.2,303.8
33,3,503,1,2312.6,2249.2,2312.6,2312.6,935.9,910.2
33,3,505,16,1112.5,1123.8,906.5,1257.9,450.2,454.8
33,3,705,1,973.5,975.5,973.5,973.5,393.9,394.8
33,3,707,1,882.4,800.8,882.4,882.4,357.1,324.1
33,3,708,2,534.9,526.4,377.6,692.3,216.5,213
33,3,801,78,1020,984.1,852.1,1174,412.8,398.2
33,3,805,6,1011,1019.5,868.8,1206.4,409.1,412.6
33,3,809,6,1022,961.4,759.8,1172.6,413.6,389.1
33,3,902,1,819.2,825.3,819.2,819.2,331.5,334
33,5,103,6,1166,1182.9,1150.2,1282.9,471.9,478.7
33,5,104,2,1018.4,1038.8,991.5,1045.4,412.2,420.4
33,5,105,3,1274.6,1342.7,1133.2,1348.4,515.8,543.4
33,5,123,1,919.2,873,919.2,919.2,372,353.3
33,5,401,7,1189.7,1204.2,1127.8,1270.6,481.5,487.3
33,5,503,2,1128.1,1111.1,1063.9,1192.2,456.5,449.6
33,5,505,10,989.3,970.8,851.9,1128.1,400.4,392.9
33,5,519,1,722.7,739.7,722.7,722.7,292.5,299.4
33,5,705,1,627.1,653.2,627.1,627.1,253.8,264.3
33,5,707,1,690.2,667.6,690.2,690.2,279.3,270.2
33,5,708,1,1281,1351.9,1281,1281,518.4,547.1
33,5,709,1,679.3,712.6,679.3,679.3,274.9,288.4
33,5,801,26,961.6,890.8,808.3,1117.6,389.1,360.5
33,5,805,1,1267.4,1190.2,1267.4,1267.4,512.9,481.7
33,5,809,6,848.4,886.4,599,1092.2,343.4,358.7
33,5,901,1,431.9,482.3,431.9,431.9,174.8,195.2
33,5,903,2,802.9,767.2,784.5,821.2,324.9,310.5
33,7,103,1,961,1027.9,961,961,388.9,416
33,7,121,32,1068.6,1058.3,921.9,1248.2,432.5,428.3
33,7,123,14,1093.9,1047.5,946.3,1195.4,442.7,423.9
33,7,124,31,1003.8,1031.8,835.8,1130.5,406.2,417.6
33,7,127,2,1401,1346.4,1380.1,1421.9,567,544.9
33,7,401,1,1661.5,1615.2,1661.5,1661.5,672.4,653.7
33,7,505,2,1034.6,1000.8,786.3,1282.9,418.7,405
33,7,516,1,725.4,730.6,725.4,725.4,293.6,295.7
33,7,708,1,1145.1,1165.9,1145.1,1145.1,463.4,471.8
33,7,801,142,905.1,856.6,740,1031.5,366.3,346.6
33,7,802,1,406.7,434.9,406.7,406.7,164.6,176
33,7,805,4,981.1,805.6,777.2,1087.4,397,326
33,7,809,4,1004.2,1008.7,831.7,1121.7,406.4,408.2
33,7,901,6,917.1,991,655.3,1134.1,371.1,401
33,7,902,19,903.1,933.1,737.8,1048.5,365.5,377.6
33,7,905,1,1066.3,1028.8,1066.3,1066.3,431.5,416.3
33,7,962,2,797.1,798.3,720.5,873.6,322.6,323
33,7,999,1,728.4,720.7,728.4,728.4,294.8,291.7
33,9,103,4,1091.3,1108.2,984.7,1162.8,441.6,448.5
33,9,104,2,1083.2,1088.5,1078.8,1087.6,438.4,440.5
33,9,105,6,1150.1,1165.4,885.3,1379.2,465.4,471.6
33,9,121,28,1062.1,1052.2,943.1,1189.5,429.8,425.8
33,9,123,20,1129,1108.9,884.5,1268.1,456.9,448.7
33,9,124,16,1086.5,1135.5,967.1,1187.3,439.7,459.5
33,9,125,2,1098.3,1087.4,933.4,1263.1,444.4,440.1
33,9,401,6,1188.5,1252.8,1076.8,1388.2,481,507
33,9,409,1,737.8,755.3,737.8,737.8,298.6,305.7
33,9,505,10,1089.2,1038.6,882.8,1168,440.8,420.3
33,9,708,1,613.9,672.9,613.9,613.9,248.4,272.3
33,9,801,153,1000.1,943.7,838.8,1124.6,404.7,381.9
33,9,802,1,1078.8,1212.9,1078.8,1078.8,436.6,490.8
33,9,805,4,1221.9,1078.6,1065.5,1300.9,494.5,436.5
33,9,809,9,1000.9,1093.9,852.7,1128,405,442.7
33,9,901,3,770.2,805,509.9,1062.4,311.7,325.8
33,9,902,20,1115.1,1173.4,983.2,1268.5,451.3,474.9
33,9,904,1,677.8,743.2,677.8,677.8,274.3,300.8
33,9,905,1,1040.2,1057.4,1040.2,1040.2,421,427.9
33,9,962,1,423.7,368.4,423.7,423.7,171.5,149.1
33,9,999,1,1133.2,1107.2,1133.2,1133.2,458.6,448.1
33,11,103,16,1199.7,1119.1,905.2,1555.1,485.5,452.9
33,11,104,2,1519.8,1496,1422,1617.6,615,605.4
33,11,401,14,930.4,917.2,804.9,1023.4,376.5,371.2
33,11,503,7,1034.9,937.6,865.6,1214.4,418.8,379.4
33,11,504,2,810.3,795.5,778.9,841.7,327.9,321.9
33,11,505,10,1147.3,1092.7,1049.2,1403.1,464.3,442.2
33,11,708,2,648.6,645.6,632.6,664.7,262.5,261.3
33,11,801,14,1068,901.6,840.2,1129.6,432.2,364.9
33,11,809,10,883.3,972.3,842.7,1014.4,357.5,393.5
33,11,902,1,718.4,686,718.4,718.4,290.7,277.6
33,11,962,1,600.9,559,600.9,600.9,243.2,226.2
33,11,995,1,352.2,366.7,352.2,352.2,142.5,148.4
33,13,103,12,1246.8,1168.9,1078.1,1455,504.6,473
33,13,104,9,1268.7,1288.3,1095.5,1470.6,513.4,521.3
33,13,105,1,1426.4,1343.1,1426.4,1426.4,577.3,543.5
33,13,123,3,827,848.8,751.5,915.8,334.7,343.5
33,13,401,9,1225.1,1139.5,889,1531.9,495.8,461.1
33,13,503,7,1037.9,1035.8,961,1172.7,420,419.2
33,13,504,1,1036.1,1042.3,1036.1,1036.1,419.3,421.8
33,13,505,10,976.9,1029.2,950.1,1112.4,395.3,416.5
33,13,519,2,662.1,679.8,634.4,689.9,268,275.1
33,13,708,1,713.9,664.9,713.9,713.9,288.9,269.1
33,13,801,29,1092.4,1073.4,881.8,1317.6,442.1,434.4
33,13,805,1,704.3,678.7,704.3,704.3,285,274.7
33,13,809,3,946.7,919.8,924,967.8,383.1,372.2
33,13,901,1,397.3,438.5,397.3,397.3,160.8,177.4
33,13,903,2,582.3,558.3,541.3,623.4,235.7,225.9
33,13,962,1,616.9,577.9,616.9,616.9,249.6,233.9
33,13,999,1,556.1,542.5,556.1,556.1,225.1,219.5
33,15,103,12,1146.1,1079,908.7,1397.2,463.8,436.6
33,15,104,6,1084.2,1133.3,852.1,1352.2,438.8,458.6
33,15,105,1,923.2,937.2,923.2,923.2,373.6,379.3
33,15,401,8,1061.8,931.5,894.5,1086.8,429.7,377
33,15,503,7,907.4,806.2,602.4,1069.9,367.2,326.3
33,15,505,4,1027,866.1,822.7,1090.5,415.6,350.5
33,15,516,1,685.9,658.5,685.9,685.9,277.6,266.5
33,15,517,1,434.1,434,434.1,434.1,175.7,175.6
33,15,519,1,716.2,720.7,716.2,716.2,289.8,291.6
33,15,520,1,1024.9,970.7,1024.9,1024.9,414.7,392.8
33,15,708,6,875.9,898.6,631.6,1212,354.5,363.7
33,15,801,6,1071.3,991.9,825.9,1283.2,433.5,401.4
33,15,805,2,771.7,741.4,750.3,793.1,312.3,300
33,15,809,1,1027.1,990.7,1027.1,1027.1,415.6,400.9
33,15,962,1,638.5,635.4,638.5,638.5,258.4,257.2
33,17,103,4,1287.3,1270.8,1227.1,1301,521,514.3
33,17,104,1,1634.7,1681.4,1634.7,1634.7,661.5,680.4
33,17,105,1,769,747,769,769,311.2,302.3
33,17,401,3,913.1,822.9,826.1,966.7,369.5,333
33,17,503,3,943.1,795.8,796.6,1020.2,381.7,322.1
33,17,504,1,1020.1,987.9,1020.1,1020.1,412.8,399.8
33,17,505,3,799.5,661.9,677.7,864.3,323.6,267.9
33,17,708,2,438.3,417,328,548.7,177.4,168.8
33,17,801,10,866.4,808.5,663.6,917.7,350.6,327.2
33,17,805,1,853,834.1,853,853,345.2,337.5
33,17,809,2,841.1,866.2,719.5,962.8,340.4,350.5
33,19,103,10,944.1,866.5,642.6,1071.8,382.1,350.6
33,19,105,1,662.2,651.2,662.2,662.2,268,263.5
33,19,123,1,796.5,781.6,796.5,796.5,322.3,316.3
33,19,401,7,1102.2,1093.5,1060.9,1144.5,446,442.5
33,19,505,3,1288.8,1228.6,1091.4,1467.1,521.6,497.2
33,19,801,27,1004.2,950,857.2,1140,406.4,384.5
33,19,805,1,1192.1,1224.8,1192.1,1192.1,482.4,495.6
33,19,809,4,1091.3,1062.1,995.4,1156.3,441.6,429.8
33,19,902,1,764.4,770.5,764.4,764.4,309.3,311.8
33,19,962,2,919,878.1,839.2,998.7,371.9,355.3
36,1,103,4,1169.4,1243.3,1160.7,1276.4,473.2,503.2
36,1,167,1,624.5,641.8,624.5,624.5,252.7,259.7
36,1,381,1,609.1,625.4,609.1,609.1,246.5,253.1
36,1,401,2,885,866.3,777.1,992.9,358.1,350.6
36,1,503,2,1058.9,1070.1,1051.2,1066.7,428.5,433
36,1,505,2,917.2,883.3,778.1,1056.4,371.2,357.5
36,1,517,2,1034,1004.7,1013.2,1054.7,418.4,406.6
36,1,519,2,759.2,733.1,752.9,765.4,307.2,296.7
36,1,701,1,468.4,495.3,468.4,468.4,189.5,200.5
36,1,705,1,246.5,297.3,246.5,246.5,99.7,120.3
36,1,708,1,796.6,727.7,796.6,796.6,322.4,294.5
36,1,801,7,854.6,878,608.7,890,345.9,355.3
36,1,802,1,561.6,517.9,561.6,561.6,227.3,209.6
36,1,805,6,909.8,778.1,667.5,1109.7,368.2,314.9
36,1,901,1,1007.7,953.5,1007.7,1007.7,407.8,385.9
36,1,902,1,998.1,973,998.1,998.1,403.9,393.7
36,1,995,1,501.8,529.6,501.8,501.8,203.1,214.3
36,3,102,2,1201.8,1203.6,1102.6,1301.1,486.4,487.1
36,3,103,3,681.5,558.4,408.3,897.4,275.8,226
36,3,381,3,821.6,840,795.7,866.1,332.5,339.9
36,3,384,2,579.8,607.1,493.9,665.7,234.6,245.7
36,3,401,4,1067.2,810.6,740.2,1118.3,431.9,328
36,3,503,8,870.9,873.6,620.9,1103.6,352.5,353.5
36,3,505,1,906.1,893.7,906.1,906.1,366.7,361.6
36,3,516,3,737.9,740.2,662.8,790.8,298.6,299.5
36,3,519,2,744.9,792.7,625.9,863.8,301.4,320.8
36,3,520,1,545.4,491.1,545.4,545.4,220.7,198.8
36,3,704,1,273.4,320.6,273.4,273.4,110.7,129.7
36,3,705,1,1917.1,1724.8,1917.1,1917.1,775.8,698
36,3,709,1,770.8,754.6,770.8,770.8,311.9,305.4
36,3,801,20,966.5,932.3,768.4,1116.5,391.1,377.3
36,3,805,20,883.3,849.5,762.2,995.7,357.5,343.8
36,3,809,4,871.7,915.6,765.3,1063.8,352.7,370.5
36,3,901,3,527.4,461.6,357.5,665.5,213.4,186.8
36,3,962,2,583.2,526.5,533.6,632.9,236,213.1
36,5,515,1,1558.8,1542,1558.8,1558.8,630.8,624
36,5,520,1,1031.6,975,1031.6,1031.6,417.5,394.6
36,7,103,2,1057.9,1086.5,1048,1067.8,428.1,439.7
36,7,122,1,1046.2,995.7,1046.2,1046.2,423.4,402.9
36,7,381,1,1313.6,1225.4,1313.6,1313.6,531.6,495.9
36,7,384,1,1308.9,1268.7,1308.9,1308.9,529.7,513.4
36,7,401,3,1000.3,1035.3,970.7,1025.5,404.8,419
36,7,409,1,1010.9,963.5,1010.9,1010.9,409.1,389.9
36,7,503,6,871,876.6,704.3,1043.4,352.5,354.7
36,7,505,4,1138.4,1119.5,1094.3,1218.8,460.7,453.1
36,7,516,1,823.1,673.1,823.1,823.1,333.1,272.4
36,7,517,1,112.3,119.4,112.3,112.3,45.4,48.3
36,7,520,1,1907.8,1873.5,1907.8,1907.8,772.1,758.2
36,7,707,1,688.1,749,688.1,688.1,278.5,303.1
36,7,801,12,1009.8,976.4,858.4,1111,408.6,395.2
36,7,802,1,554.7,506.9,554.7,554.7,224.5,205.1
36,7,805,6,1008.6,931.3,793.2,1075.6,408.2,376.9
36,7,809,8,952.4,1015.6,682.3,1161.9,385.4,411
36,7,901,3,663.3,479.7,442.4,797.4,268.4,194.1
36,7,962,1,274.3,267,274.3,274.3,111,108.1
36,9,103,1,1752.8,1661.3,1752.8,1752.8,709.3,672.3
36,9,105,4,978.2,882.6,807.2,1087,395.9,357.2
36,9,381,1,706.7,725.5,706.7,706.7,286,293.6
36,9,384,2,1025.9,1031.3,892.3,1159.5,415.2,417.4
36,9,385,1,1130.2,1149.4,1130.2,1130.2,457.4,465.1
36,9,503,5,681.9,678.9,638,858.5,276,274.8
36,9,505,3,1205.7,1027.9,1011.4,1334.4,487.9,416
36,9,512,1,796.8,754.5,796.8,796.8,322.5,305.4
36,9,515,1,679.7,661.9,679.7,679.7,275.1,267.9
36,9,516,1,1088.8,1102.4,1088.8,1088.8,440.6,446.1
36,9,517,1,363.4,350.7,363.4,363.4,147.1,141.9
36,9,519,4,804.3,781.3,682.7,902.5,325.5,316.2
36,9,520,2,827.1,832.8,688.6,965.7,334.7,337
36,9,701,1,913,964.8,913,913,369.5,390.4
36,9,704,1,1242.6,1235.2,1242.6,1242.6,502.8,499.9
36,9,708,1,1017.8,977.4,1017.8,1017.8,411.9,395.5
36,9,801,34,928.8,906.9,755.3,1100.5,375.9,367
36,9,802,2,1370,1333.2,1311,1429,554.4,539.5
36,9,805,20,826.6,771.1,688.6,1009,334.5,312
36,9,809,13,977.3,865,819.7,1164.8,395.5,350
36,9,901,7,811.3,987.7,627.2,1015.4,328.3,399.7
36,9,962,4,485.5,465.4,320.9,630,196.5,188.4
36,9,999,3,978.1,1392.4,826.9,1274.3,395.8,563.5
36,11,384,1,1557.2,1553.7,1557.2,1557.2,630.2,628.8
36,11,503,5,838.8,841.6,813,881.4,339.4,340.6
36,11,505,1,1024,959.2,1024,1024,414.4,388.2
36,11,513,1,866.6,871.9,866.6,866.6,350.7,352.8
36,11,516,1,777,686.3,777,777,314.5,277.7
36,11,520,1,790.6,775.1,790.6,790.6,319.9,313.7
36,11,701,1,971.4,952.2,971.4,971.4,393.1,385.3
36,11,703,1,941.2,902,941.2,941.2,380.9,365
36,11,704,2,1345.8,1417.8,887.3,1804.3,544.6,573.8
36,11,706,3,752.2,867.4,667.6,884.5,304.4,351
36,11,707,1,1504.1,1576.2,1504.1,1504.1,608.7,637.9
36,11,709,1,655.8,645.8,655.8,655.8,265.4,261.4
36,11,801,6,1031.5,970.6,985.2,1011.3,417.4,392.8
36,11,802,1,1266.8,1219.9,1266.8,1266.8,512.6,493.7
36,11,805,8,735,628.2,542,899.8,297.4,254.2
36,11,901,1,955,948.2,955,955,386.5,383.7
36,11,999,1,988.1,950.8,988.1,988.1,399.9,384.8
36,13,103,1,691.8,663.2,691.8,691.8,280,268.4
36,13,381,1,833.2,873.2,833.2,833.2,337.2,353.4
36,13,503,2,1347.3,1236.5,1340.1,1354.5,545.2,500.4
36,13,505,1,446.9,425.8,446.9,446.9,180.8,172.3
36,13,513,2,596.7,584.1,586.2,607.3,241.5,236.4
36,13,517,2,506.5,466.9,412.3,600.7,205,188.9
36,13,519,2,881.9,853.1,843,920.9,356.9,345.2
36,13,520,1,734,778.2,734,734,297.1,314.9
36,13,608,2,714.1,768,701.7,726.5,289,310.8
36,13,704,1,360.4,406,360.4,360.4,145.8,164.3
36,13,705,1,791.3,1029.3,791.3,791.3,320.2,416.5
36,13,706,2,481.5,452.3,468.4,494.6,194.9,183
36,13,707,1,1102.2,1021.5,1102.2,1102.2,446.1,413.4
36,13,708,2,834.3,862.5,752.7,915.9,337.6,349.1
36,13,801,26,913.4,911.6,691.5,1019.6,369.6,368.9
36,13,805,14,817.5,778.6,744.9,929.4,330.8,315.1
36,13,809,5,1015,919,861.2,1145.4,410.8,371.9
36,13,901,5,520.4,572.1,345.9,632.9,210.6,231.5
36,13,999,2,457.1,439.2,447.6,466.6,185,177.7
36,15,103,4,944.5,823.1,777.9,994.7,382.2,333.1
36,15,167,1,704.9,708,704.9,704.9,285.3,286.5
36,15,381,1,590,661.1,590,590,238.7,267.5
36,15,401,1,877.2,915.9,877.2,877.2,355,370.6
36,15,503,2,859.9,832.8,797,922.7,348,337
36,15,505,3,1151.9,980.1,949.5,1276.9,466.1,396.6
36,15,519,1,906.6,902.1,906.6,906.6,366.9,365.1
36,15,520,1,638.6,599.3,638.6,638.6,258.4,242.5
36,15,706,1,453.6,403.3,453.6,453.6,183.6,163.2
36,15,801,8,1026.3,1052.2,806.4,1200.5,415.3,425.8
36,15,805,5,873.6,793.7,730.3,830,353.5,321.2
36,15,901,1,822.3,837.8,822.3,822.3,332.8,339
36,15,999,2,404.8,389.8,351.4,458.1,163.8,157.8
36,17,102,1,1249.9,1232.7,1249.9,1249.9,505.8,498.9
36,17,103,2,1170.9,1130.4,1128.7,1213.1,473.9,457.5
36,17,104,2,1131.9,1034.1,1080.2,1183.6,458.1,418.5
36,17,105,4,1142.5,1106.4,1003.7,1272.8,462.3,447.7
36,17,385,1,1265.8,1195,1265.8,1265.8,512.2,483.6
36,17,401,3,1358.8,1457,1138.1,1648.9,549.9,589.6
36,17,409,2,1208.1,1146.1,1102.5,1313.7,488.9,463.8
36,17,503,1,848,791.9,848,848,343.2,320.5
36,17,505,2,1078.5,1037.5,1024.5,1132.5,436.5,419.9
36,17,515,1,1173.7,1134.9,1173.7,1173.7,475,459.3
36,17,516,2,806.1,776.4,544.4,1067.8,326.2,314.2
36,17,517,3,810.4,728,541.4,1034.1,328,294.6
36,17,519,4,887.9,874.2,815.8,1001.2,359.3,353.8
36,17,520,1,524.1,511.5,524.1,524.1,212.1,207
36,17,801,20,925.6,906.3,778.7,1007.7,374.6,366.8
36,17,802,1,1110.1,1070.6,1110.1,1110.1,449.2,433.3
