"forest_type","ecoregion","owner","treatment","period","age_yr","AGB_tonac","AGB_MgHa","Vol_m3Ha","Carbon_MgHa","Carbon_tonac"
"Northern_hardwood","ME_APH","NIPF","harvested",19,95,17.657,39.6,24.1,17.8,7.946
"Northern_hardwood","ME_APH","NIPF","harvested",20,100,18.606,41.7,26.2,18.8,8.373
"Northern_hardwood","ME_APH","NIPF","harvested",21,105,19.544,43.8,28.2,19.7,8.795
"Northern_hardwood","ME_APH","NIPF","harvested",22,110,20.469,45.9,30.3,20.7,9.211
"Northern_hardwood","ME_APH","NIPF","harvested",23,115,21.381,47.9,32.3,21.6,9.621
"Northern_hardwood","ME_APH","NIPF","harvested",24,120,22.279,49.9,34.4,22.5,10.026
"Northern_hardwood","ME_APH","NIPF","harvested",25,125,23.164,51.9,36.6,23.4,10.424
"Northern_hardwood","ME_APH","NIPF","harvested",26,130,24.034,53.9,38.7,24.3,10.815
"Northern_hardwood","ME_APH","NIPF","harvested",27,135,24.891,55.8,40.8,25.1,11.201
"Northern_hardwood","ME_APH","NIPF","harvested",28,140,25.733,57.7,42.9,26,11.58
"Northern_hardwood","ME_APH","NIPF","harvested",29,145,26.561,59.5,45.1,26.8,11.952
"Northern_hardwood","ME_APH","NIPF","harvested",30,150,27.375,61.4,47.2,27.6,12.319
"Northern_hardwood","ME_APH","NIPF","untreated",1,5,0.757,1.7,0.5,0.8,0.341
"Northern_hardwood","ME_APH","NIPF","untreated",2,10,3.358,7.5,3.1,3.4,1.511
"Northern_hardwood","ME_APH","NIPF","untreated",3,15,7.406,16.6,8.7,7.5,3.333
"Northern_hardwood","ME_APH","NIPF","untreated",4,20,12.313,27.6,16.8,12.4,5.541
"Northern_hardwood","ME_APH","NIPF","untreated",5,25,17.587,39.4,26.8,17.7,7.914
"Northern_hardwood","ME_APH","NIPF","untreated",6,30,22.87,51.3,38.1,23.1,10.292
"Northern_hardwood","ME_APH","NIPF","untreated",7,35,27.928,62.6,50,28.2,12.568
"Northern_hardwood","ME_APH","NIPF","untreated",8,40,32.621,73.1,61.9,32.9,14.679
"Northern_hardwood","ME_APH","NIPF","untreated",9,45,36.878,82.7,73.4,37.2,16.595
"Northern_hardwood","ME_APH","NIPF","untreated",10,50,40.675,91.2,84.3,41,18.304
"Northern_hardwood","ME_APH","NIPF","untreated",11,55,44.018,98.7,94.5,44.4,19.808
"Northern_hardwood","ME_APH","NIPF","untreated",12,60,46.932,105.2,103.8,47.3,21.119
"Northern_hardwood","ME_APH","NIPF","untreated",13,65,49.453,110.9,112.3,49.9,22.254
"Northern_hardwood","ME_APH","NIPF","untreated",14,70,51.619,115.7,119.8,52.1,23.229
"Northern_hardwood","ME_APH","NIPF","untreated",15,75,53.472,119.9,126.5,54,24.062
"Northern_hardwood","ME_APH","NIPF","untreated",16,80,55.05,123.4,132.4,55.5,24.773
"Northern_hardwood","ME_APH","NIPF","untreated",17,85,56.389,126.4,137.6,56.9,25.375
"Northern_hardwood","ME_APH","NIPF","untreated",18,90,57.524,129,142.2,58.1,25.886
"Northern_hardwood","ME_APH","NIPF","untreated",19,95,58.482,131.1,146.2,59,26.317
"Northern_hardwood","ME_APH","NIPF","untreated",20,100,59.289,132.9,149.6,59.8,26.68
"Northern_hardwood","ME_APH","NIPF","untreated",21,105,59.969,134.4,152.6,60.5,26.986
"Northern_hardwood","ME_APH","NIPF","untreated",22,110,60.541,135.7,155.2,61.1,27.243
"Northern_hardwood","ME_APH","NIPF","untreated",23,115,61.021,136.8,157.4,61.6,27.459
"Northern_hardwood","ME_APH","NIPF","untreated",24,120,61.424,137.7,159.3,62,27.641
"Northern_hardwood","ME_APH","NIPF","untreated",25,125,61.762,138.5,161,62.3,27.793
"Northern_hardwood","ME_APH","NIPF","untreated",26,130,62.046,139.1,162.4,62.6,27.921
"Northern_hardwood","ME_APH","NIPF","untreated",27,135,62.283,139.6,163.6,62.8,28.027
"Northern_hardwood","ME_APH","NIPF","untreated",28,140,62.482,140.1,164.6,63,28.117
"Northern_hardwood","ME_APH","NIPF","untreated",29,145,62.648,140.4,165.5,63.2,28.192
"Northern_hardwood","ME_APH","NIPF","untreated",30,150,62.787,140.7,166.3,63.3,28.254
"Northern_hardwood","ME_APH","PublicOther","untreated",1,5,4.318,9.7,1.2,4.4,1.943
"Northern_hardwood","ME_APH","PublicOther","untreated",2,10,8.391,18.8,4.7,8.5,3.776
"Northern_hardwood","ME_APH","PublicOther","untreated",3,15,12.216,27.4,9.8,12.3,5.497
"Northern_hardwood","ME_APH","PublicOther","untreated",4,20,15.804,35.4,16.3,15.9,7.112
"Northern_hardwood","ME_APH","PublicOther","untreated",5,25,19.17,43,23.6,19.4,8.627
"Northern_hardwood","ME_APH","PublicOther","untreated",6,30,22.326,50,31.5,22.5,10.047
"Northern_hardwood","ME_APH","PublicOther","untreated",7,35,25.285,56.7,39.7,25.5,11.378
"Northern_hardwood","ME_APH","PublicOther","untreated",8,40,28.058,62.9,48,28.3,12.626
"Northern_hardwood","ME_APH","PublicOther","untreated",9,45,30.658,68.7,56.2,30.9,13.796
"Northern_hardwood","ME_APH","PublicOther","untreated",10,50,33.094,74.2,64.3,33.4,14.892
"Northern_hardwood","ME_APH","PublicOther","untreated",11,55,35.377,79.3,72.1,35.7,15.92
"Northern_hardwood","ME_APH","PublicOther","untreated",12,60,37.517,84.1,79.6,37.8,16.883
"Northern_hardwood","ME_APH","PublicOther","untreated",13,65,39.522,88.6,86.7,39.9,17.785
"Northern_hardwood","ME_APH","PublicOther","untreated",14,70,41.4,92.8,93.5,41.8,18.63
"Northern_hardwood","ME_APH","PublicOther","untreated",15,75,43.161,96.8,99.8,43.6,19.422
"Northern_hardwood","ME_APH","PublicOther","untreated",16,80,44.811,100.5,105.8,45.2,20.165
"Northern_hardwood","ME_APH","PublicOther","untreated",17,85,46.356,103.9,111.3,46.8,20.86
"Northern_hardwood","ME_APH","PublicOther","untreated",18,90,47.805,107.2,116.5,48.2,21.512
"Northern_hardwood","ME_APH","PublicOther","untreated",19,95,49.162,110.2,121.3,49.6,22.123
"Northern_hardwood","ME_APH","PublicOther","untreated",20,100,50.433,113.1,125.8,50.9,22.695
"Northern_hardwood","ME_APH","PublicOther","untreated",21,105,51.624,115.7,129.9,52.1,23.231
"Northern_hardwood","ME_APH","PublicOther","untreated",22,110,52.74,118.2,133.6,53.2,23.733
"Northern_hardwood","ME_APH","PublicOther","untreated",23,115,53.786,120.6,137.1,54.3,24.204
"Northern_hardwood","ME_APH","PublicOther","untreated",24,120,54.766,122.8,140.3,55.3,24.645
"Northern_hardwood","ME_APH","PublicOther","untreated",25,125,55.684,124.8,143.3,56.2,25.058
"Northern_hardwood","ME_APH","PublicOther","untreated",26,130,56.544,126.8,146,57.1,25.445
"Northern_hardwood","ME_APH","PublicOther","untreated",27,135,57.35,128.6,148.5,57.9,25.808
"Northern_hardwood","ME_APH","PublicOther","untreated",28,140,58.105,130.3,150.7,58.6,26.147
"Northern_hardwood","ME_APH","PublicOther","untreated",29,145,58.812,131.8,152.8,59.3,26.465
"Northern_hardwood","ME_APH","PublicOther","untreated",30,150,59.475,133.3,154.7,60,26.764
"Northern_hardwood","ME_NCZ","Industrial","harvested",1,5,0.011,0,0,0,0.005
"Northern_hardwood","ME_NCZ","Industrial","harvested",2,10,0.089,0.2,0,0.1,0.04
"Northern_hardwood","ME_NCZ","Industrial","harvested",3,15,0.283,0.6,0.2,0.3,0.127
"Northern_hardwood","ME_NCZ","Industrial","harvested",4,20,0.629,1.4,0.7,0.6,0.283
"Northern_hardwood","ME_NCZ","Industrial","harvested",5,25,1.144,2.6,1.5,1.2,0.515
"Northern_hardwood","ME_NCZ","Industrial","harvested",6,30,1.834,4.1,2.8,1.8,0.825
"Northern_hardwood","ME_NCZ","Industrial","harvested",7,35,2.699,6.1,4.7,2.7,1.215
"Northern_hardwood","ME_NCZ","Industrial","harvested",8,40,3.728,8.4,7.2,3.8,1.678
"Northern_hardwood","ME_NCZ","Industrial","harvested",9,45,4.909,11,10.4,5,2.209
"Northern_hardwood","ME_NCZ","Industrial","harvested",10,50,6.226,14,14.1,6.3,2.802
"Northern_hardwood","ME_NCZ","Industrial","harvested",11,55,7.661,17.2,18.3,7.7,3.447
"Northern_hardwood","ME_NCZ","Industrial","harvested",12,60,9.198,20.6,23.1,9.3,4.139
"Northern_hardwood","ME_NCZ","Industrial","harvested",13,65,10.817,24.2,28.2,10.9,4.868
"Northern_hardwood","ME_NCZ","Industrial","harvested",14,70,12.502,28,33.7,12.6,5.626
"Northern_hardwood","ME_NCZ","Industrial","harvested",15,75,14.236,31.9,39.5,14.4,6.406
"Northern_hardwood","ME_NCZ","Industrial","harvested",16,80,16.005,35.9,45.5,16.2,7.202
"Northern_hardwood","ME_NCZ","Industrial","harvested",17,85,17.794,39.9,51.6,18,8.007
"Northern_hardwood","ME_NCZ","Industrial","harvested",18,90,19.59,43.9,57.8,19.8,8.816
"Northern_hardwood","ME_NCZ","Industrial","harvested",19,95,21.383,47.9,64,21.6,9.622
"Northern_hardwood","ME_NCZ","Industrial","harvested",20,100,23.163,51.9,70.1,23.4,10.423
"Northern_hardwood","ME_NCZ","Industrial","harvested",21,105,24.922,55.9,76.2,25.2,11.215
"Northern_hardwood","ME_NCZ","Industrial","harvested",22,110,26.651,59.7,82.1,26.9,11.993
"Northern_hardwood","ME_NCZ","Industrial","harvested",23,115,28.346,63.5,87.9,28.6,12.756
"Northern_hardwood","ME_NCZ","Industrial","harvested",24,120,30,67.3,93.5,30.3,13.5
"Northern_hardwood","ME_NCZ","Industrial","harvested",25,125,31.61,70.9,98.9,31.9,14.225
"Northern_hardwood","ME_NCZ","Industrial","harvested",26,130,33.172,74.4,104.1,33.5,14.927
"Northern_hardwood","ME_NCZ","Industrial","harvested",27,135,34.684,77.8,109.1,35,15.608
"Northern_hardwood","ME_NCZ","Industrial","harvested",28,140,36.144,81,113.8,36.5,16.265
"Northern_hardwood","ME_NCZ","Industrial","harvested",29,145,37.551,84.2,118.4,37.9,16.898
"Northern_hardwood","ME_NCZ","Industrial","harvested",30,150,38.903,87.2,122.7,39.2,17.506
"Northern_hardwood","ME_NCZ","Industrial","untreated",1,5,2.252,5,3.1,2.2,1.013
"Northern_hardwood","ME_NCZ","Industrial","untreated",2,10,5.818,13,9.2,5.9,2.618
"Northern_hardwood","ME_NCZ","Industrial","untreated",3,15,9.82,22,16.6,9.9,4.419
"Northern_hardwood","ME_NCZ","Industrial","untreated",4,20,13.935,31.2,24.9,14,6.271
"Northern_hardwood","ME_NCZ","Industrial","untreated",5,25,17.992,40.3,33.6,18.1,8.096
"Northern_hardwood","ME_NCZ","Industrial","untreated",6,30,21.897,49.1,42.4,22.1,9.854
"Northern_hardwood","ME_NCZ","Industrial","untreated",7,35,25.595,57.4,51.2,25.8,11.518
"Northern_hardwood","ME_NCZ","Industrial","untreated",8,40,29.059,65.1,59.8,29.3,13.077
"Northern_hardwood","ME_NCZ","Industrial","untreated",9,45,32.276,72.4,68.1,32.6,14.524
"Northern_hardwood","ME_NCZ","Industrial","untreated",10,50,35.245,79,76.1,35.6,15.86
"Northern_hardwood","ME_NCZ","Industrial","untreated",11,55,37.972,85.1,83.7,38.3,17.087
"Northern_hardwood","ME_NCZ","Industrial","untreated",12,60,40.466,90.7,90.9,40.8,18.21
"Northern_hardwood","ME_NCZ","Industrial","untreated",13,65,42.741,95.8,97.6,43.1,19.233
"Northern_hardwood","ME_NCZ","Industrial","untreated",14,70,44.809,100.4,104,45.2,20.164
"Northern_hardwood","ME_NCZ","Industrial","untreated",15,75,46.686,104.7,110,47.1,21.009
"Northern_hardwood","ME_NCZ","Industrial","untreated",16,80,48.386,108.5,115.6,48.8,21.774
"Northern_hardwood","ME_NCZ","Industrial","untreated",17,85,49.923,111.9,120.8,50.4,22.465
"Northern_hardwood","ME_NCZ","Industrial","untreated",18,90,51.31,115,125.7,51.8,23.09
"Northern_hardwood","ME_NCZ","Industrial","untreated",19,95,52.562,117.8,130.2,53,23.653
"Northern_hardwood","ME_NCZ","Industrial","untreated",20,100,53.69,120.4,134.4,54.2,24.16
"Northern_hardwood","ME_NCZ","Industrial","untreated",21,105,54.705,122.6,138.2,55.2,24.617
"Northern_hardwood","ME_NCZ","Industrial","untreated",22,110,55.618,124.7,141.8,56.1,25.028
"Northern_hardwood","ME_NCZ","Industrial","untreated",23,115,56.439,126.5,145.1,56.9,25.398
"Northern_hardwood","ME_NCZ","Industrial","untreated",24,120,57.176,128.2,148.2,57.7,25.729
"Northern_hardwood","ME_NCZ","Industrial","untreated",25,125,57.839,129.7,151,58.4,26.028
"Northern_hardwood","ME_NCZ","Industrial","untreated",26,130,58.433,131,153.6,59,26.295
"Northern_hardwood","ME_NCZ","Industrial","untreated",27,135,58.966,132.2,156,59.5,26.535
"Northern_hardwood","ME_NCZ","Industrial","untreated",28,140,59.445,133.3,158.2,60,26.75
"Northern_hardwood","ME_NCZ","Industrial","untreated",29,145,59.874,134.2,160.2,60.4,26.943
"Northern_hardwood","ME_NCZ","Industrial","untreated",30,150,60.258,135.1,162.1,60.8,27.116
"Northern_hardwood","ME_NCZ","NIPF","harvested",1,5,0.221,0.5,0,0.2,0.099
"Northern_hardwood","ME_NCZ","NIPF","harvested",2,10,1.253,2.8,0.3,1.3,0.564
"Northern_hardwood","ME_NCZ","NIPF","harvested",3,15,3.205,7.2,1.7,3.2,1.442
"Northern_hardwood","ME_NCZ","NIPF","harvested",4,20,5.934,13.3,4.9,6,2.67
"Northern_hardwood","ME_NCZ","NIPF","harvested",5,25,9.224,20.7,10.2,9.3,4.151
"Northern_hardwood","ME_NCZ","NIPF","harvested",6,30,12.858,28.8,17.4,13,5.786
"Northern_hardwood","ME_NCZ","NIPF","harvested",7,35,16.649,37.3,26.2,16.8,7.492
"Northern_hardwood","ME_NCZ","NIPF","harvested",8,40,20.45,45.8,36,20.6,9.203
"Northern_hardwood","ME_NCZ","NIPF","harvested",9,45,24.151,54.1,46.2,24.3,10.868
"Northern_hardwood","ME_NCZ","NIPF","harvested",10,50,27.676,62,56.5,27.9,12.454
"Northern_hardwood","ME_NCZ","NIPF","harvested",11,55,30.976,69.4,66.4,31.2,13.939
"Northern_hardwood","ME_NCZ","NIPF","harvested",12,60,34.025,76.3,75.7,34.3,15.311
"Northern_hardwood","ME_NCZ","NIPF","harvested",13,65,36.811,82.5,84.2,37.1,16.565
"Northern_hardwood","ME_NCZ","NIPF","harvested",14,70,39.335,88.2,92,39.7,17.701
"Northern_hardwood","ME_NCZ","NIPF","harvested",15,75,41.605,93.3,98.9,42,18.722
"Northern_hardwood","ME_NCZ","NIPF","harvested",16,80,43.633,97.8,104.9,44,19.635
"Northern_hardwood","ME_NCZ","NIPF","harvested",17,85,45.438,101.9,110.3,45.9,20.447
"Northern_hardwood","ME_NCZ","NIPF","harvested",18,90,47.036,105.4,114.9,47.4,21.166
"Northern_hardwood","ME_NCZ","NIPF","harvested",19,95,48.447,108.6,118.8,48.9,21.801
"Northern_hardwood","ME_NCZ","NIPF","harvested",20,100,49.689,111.4,122.2,50.1,22.36
"Northern_hardwood","ME_NCZ","NIPF","harvested",21,105,50.779,113.8,125.1,51.2,22.851
"Northern_hardwood","ME_NCZ","NIPF","harvested",22,110,51.733,116,127.6,52.2,23.28
"Northern_hardwood","ME_NCZ","NIPF","harvested",23,115,52.568,117.8,129.7,53,23.656
"Northern_hardwood","ME_NCZ","NIPF","harvested",24,120,53.297,119.5,131.5,53.8,23.984
"Northern_hardwood","ME_NCZ","NIPF","harvested",25,125,53.933,120.9,132.9,54.4,24.27
"Northern_hardwood","ME_NCZ","NIPF","harvested",26,130,54.486,122.1,134.2,54.9,24.519
"Northern_hardwood","ME_NCZ","NIPF","harvested",27,135,54.967,123.2,135.3,55.4,24.735
"Northern_hardwood","ME_NCZ","NIPF","harvested",28,140,55.386,124.2,136.2,55.9,24.924
"Northern_hardwood","ME_NCZ","NIPF","harvested",29,145,55.749,125,136.9,56.2,25.087
"Northern_hardwood","ME_NCZ","NIPF","harvested",30,150,56.065,125.7,137.5,56.6,25.229
"Northern_hardwood","ME_NCZ","NIPF","untreated",1,5,3.946,8.8,3.1,4,1.776
"Northern_hardwood","ME_NCZ","NIPF","untreated",2,10,8.356,18.7,9.1,8.4,3.76
"Northern_hardwood","ME_NCZ","NIPF","untreated",3,15,12.715,28.5,16.8,12.8,5.722
"Northern_hardwood","ME_NCZ","NIPF","untreated",4,20,16.903,37.9,25.3,17.1,7.606
"Northern_hardwood","ME_NCZ","NIPF","untreated",5,25,20.875,46.8,34.3,21.1,9.394
"Northern_hardwood","ME_NCZ","NIPF","untreated",6,30,24.613,55.2,43.5,24.8,11.076
"Northern_hardwood","ME_NCZ","NIPF","untreated",7,35,28.113,63,52.6,28.4,12.651
"Northern_hardwood","ME_NCZ","NIPF","untreated",8,40,31.378,70.3,61.6,31.6,14.12
"Northern_hardwood","ME_NCZ","NIPF","untreated",9,45,34.417,77.2,70.3,34.7,15.488
"Northern_hardwood","ME_NCZ","NIPF","untreated",10,50,37.239,83.5,78.6,37.6,16.758
"Northern_hardwood","ME_NCZ","NIPF","untreated",11,55,39.856,89.3,86.5,40.2,17.935
"Northern_hardwood","ME_NCZ","NIPF","untreated",12,60,42.279,94.8,94.1,42.7,19.026
"Northern_hardwood","ME_NCZ","NIPF","untreated",13,65,44.52,99.8,101.2,44.9,20.034
"Northern_hardwood","ME_NCZ","NIPF","untreated",14,70,46.59,104.4,107.8,47,20.966
"Northern_hardwood","ME_NCZ","NIPF","untreated",15,75,48.503,108.7,114.1,48.9,21.826
"Northern_hardwood","ME_NCZ","NIPF","untreated",16,80,50.268,112.7,119.9,50.7,22.621
"Northern_hardwood","ME_NCZ","NIPF","untreated",17,85,51.895,116.3,125.3,52.3,23.353
"Northern_hardwood","ME_NCZ","NIPF","untreated",18,90,53.396,119.7,130.4,53.9,24.028
"Northern_hardwood","ME_NCZ","NIPF","untreated",19,95,54.779,122.8,135,55.3,24.651
"Northern_hardwood","ME_NCZ","NIPF","untreated",20,100,56.053,125.7,139.4,56.6,25.224
"Northern_hardwood","ME_NCZ","NIPF","untreated",21,105,57.226,128.3,143.4,57.7,25.752
"Northern_hardwood","ME_NCZ","NIPF","untreated",22,110,58.306,130.7,147.1,58.8,26.238
"Northern_hardwood","ME_NCZ","NIPF","untreated",23,115,59.3,132.9,150.5,59.8,26.685
"Northern_hardwood","ME_NCZ","NIPF","untreated",24,120,60.214,135,153.7,60.8,27.096
"Northern_hardwood","ME_NCZ","NIPF","untreated",25,125,61.056,136.9,156.6,61.6,27.475
"Northern_hardwood","ME_NCZ","NIPF","untreated",26,130,61.83,138.6,159.3,62.4,27.823
"Northern_hardwood","ME_NCZ","NIPF","untreated",27,135,62.542,140.2,161.7,63.1,28.144
"Northern_hardwood","ME_NCZ","NIPF","untreated",28,140,63.196,141.7,164,63.8,28.438
"Northern_hardwood","ME_NCZ","NIPF","untreated",29,145,63.798,143,166.1,64.4,28.709
"Northern_hardwood","ME_NCZ","NIPF","untreated",30,150,64.352,144.3,168,64.9,28.958
"Northern_hardwood","ME_NCZ","PublicOther","untreated",1,5,3.607,8.1,10.2,3.6,1.623
"Northern_hardwood","ME_NCZ","PublicOther","untreated",2,10,7.704,17.3,20,7.8,3.467
"Northern_hardwood","ME_NCZ","PublicOther","untreated",3,15,11.847,26.6,29.5,12,5.331
"Northern_hardwood","ME_NCZ","PublicOther","untreated",4,20,15.928,35.7,38.8,16.1,7.168
"Northern_hardwood","ME_NCZ","PublicOther","untreated",5,25,19.9,44.6,47.8,20.1,8.955
"Northern_hardwood","ME_NCZ","PublicOther","untreated",6,30,23.736,53.2,56.6,23.9,10.681
"Northern_hardwood","ME_NCZ","PublicOther","untreated",7,35,27.424,61.5,65.2,27.7,12.341
"Northern_hardwood","ME_NCZ","PublicOther","untreated",8,40,30.958,69.4,73.5,31.2,13.931
"Northern_hardwood","ME_NCZ","PublicOther","untreated",9,45,34.334,77,81.7,34.6,15.45
"Northern_hardwood","ME_NCZ","PublicOther","untreated",10,50,37.555,84.2,89.6,37.9,16.9
"Northern_hardwood","ME_NCZ","PublicOther","untreated",11,55,40.622,91.1,97.3,41,18.28
"Northern_hardwood","ME_NCZ","PublicOther","untreated",12,60,43.538,97.6,104.9,43.9,19.592
"Northern_hardwood","ME_NCZ","PublicOther","untreated",13,65,46.31,103.8,112.2,46.7,20.84
"Northern_hardwood","ME_NCZ","PublicOther","untreated",14,70,48.94,109.7,119.4,49.4,22.023
"Northern_hardwood","ME_NCZ","PublicOther","untreated",15,75,51.435,115.3,126.4,51.9,23.146
"Northern_hardwood","ME_NCZ","PublicOther","untreated",16,80,53.8,120.6,133.2,54.3,24.21
"Northern_hardwood","ME_NCZ","PublicOther","untreated",17,85,56.041,125.6,139.8,56.5,25.218
"Northern_hardwood","ME_NCZ","PublicOther","untreated",18,90,58.163,130.4,146.3,58.7,26.173
"Northern_hardwood","ME_NCZ","PublicOther","untreated",19,95,60.171,134.9,152.6,60.7,27.077
"Northern_hardwood","ME_NCZ","PublicOther","untreated",20,100,62.071,139.1,158.8,62.6,27.932
"Northern_hardwood","ME_NCZ","PublicOther","untreated",21,105,63.869,143.2,164.8,64.4,28.741
"Northern_hardwood","ME_NCZ","PublicOther","untreated",22,110,65.568,147,170.6,66.2,29.506
"Northern_hardwood","ME_NCZ","PublicOther","untreated",23,115,67.175,150.6,176.3,67.8,30.229
"Northern_hardwood","ME_NCZ","PublicOther","untreated",24,120,68.693,154,181.9,69.3,30.912
"Northern_hardwood","ME_NCZ","PublicOther","untreated",25,125,70.128,157.2,187.3,70.7,31.558
"Northern_hardwood","ME_NCZ","PublicOther","untreated",26,130,71.483,160.2,192.6,72.1,32.167
"Northern_hardwood","ME_NCZ","PublicOther","untreated",27,135,72.763,163.1,197.7,73.4,32.743
"Northern_hardwood","ME_NCZ","PublicOther","untreated",28,140,73.972,165.8,202.8,74.6,33.287
"Northern_hardwood","ME_NCZ","PublicOther","untreated",29,145,75.113,168.4,207.7,75.8,33.801
"Northern_hardwood","ME_NCZ","PublicOther","untreated",30,150,76.191,170.8,212.5,76.9,34.286
"Northern_hardwood","ME_NCZ","State","untreated",1,5,9.353,21,0.7,9.5,4.209
"Northern_hardwood","ME_NCZ","State","untreated",2,10,15.298,34.3,3.9,15.4,6.884
"Northern_hardwood","ME_NCZ","State","untreated",3,15,20.212,45.3,9.9,20.4,9.095
"Northern_hardwood","ME_NCZ","State","untreated",4,20,24.472,54.9,18.1,24.7,11.012
"Northern_hardwood","ME_NCZ","State","untreated",5,25,28.249,63.3,28,28.5,12.712
"Northern_hardwood","ME_NCZ","State","untreated",6,30,31.643,70.9,38.8,31.9,14.239
"Northern_hardwood","ME_NCZ","State","untreated",7,35,34.719,77.8,50,35,15.624
"Northern_hardwood","ME_NCZ","State","untreated",8,40,37.524,84.1,61.2,37.8,16.886
"Northern_hardwood","ME_NCZ","State","untreated",9,45,40.093,89.9,71.9,40.5,18.042
"Northern_hardwood","ME_NCZ","State","untreated",10,50,42.455,95.2,82.1,42.8,19.105
"Northern_hardwood","ME_NCZ","State","untreated",11,55,44.633,100.1,91.6,45,20.085
"Northern_hardwood","ME_NCZ","State","untreated",12,60,46.645,104.6,100.3,47.1,20.99
"Northern_hardwood","ME_NCZ","State","untreated",13,65,48.507,108.7,108.3,48.9,21.828
"Northern_hardwood","ME_NCZ","State","untreated",14,70,50.234,112.6,115.4,50.7,22.605
"Northern_hardwood","ME_NCZ","State","untreated",15,75,51.837,116.2,121.8,52.3,23.327
"Northern_hardwood","ME_NCZ","State","untreated",16,80,53.326,119.5,127.4,53.8,23.997
"Northern_hardwood","ME_NCZ","State","untreated",17,85,54.713,122.7,132.5,55.2,24.621
"Northern_hardwood","ME_NCZ","State","untreated",18,90,56.003,125.5,136.9,56.5,25.201
"Northern_hardwood","ME_NCZ","State","untreated",19,95,57.206,128.2,140.8,57.7,25.743
"Northern_hardwood","ME_NCZ","State","untreated",20,100,58.328,130.8,144.2,58.9,26.248
"Northern_hardwood","ME_NCZ","State","untreated",21,105,59.374,133.1,147.1,59.9,26.718
"Northern_hardwood","ME_NCZ","State","untreated",22,110,60.351,135.3,149.7,60.9,27.158
"Northern_hardwood","ME_NCZ","State","untreated",23,115,61.264,137.3,152,61.8,27.569
"Northern_hardwood","ME_NCZ","State","untreated",24,120,62.116,139.2,154,62.6,27.952
"Northern_hardwood","ME_NCZ","State","untreated",25,125,62.913,141,155.7,63.5,28.311
"Northern_hardwood","ME_NCZ","State","untreated",26,130,63.659,142.7,157.1,64.2,28.647
"Northern_hardwood","ME_NCZ","State","untreated",27,135,64.356,144.3,158.4,64.9,28.96
"Northern_hardwood","ME_NCZ","State","untreated",28,140,65.008,145.7,159.5,65.6,29.254
"Northern_hardwood","ME_NCZ","State","untreated",29,145,65.619,147.1,160.5,66.2,29.529
"Northern_hardwood","ME_NCZ","State","untreated",30,150,66.19,148.4,161.3,66.8,29.785
"Northern_hardwood","ME_NH","Industrial","harvested",1,5,0.099,0.2,1.7,0.1,0.045
"Northern_hardwood","ME_NH","Industrial","harvested",2,10,0.797,1.8,5.7,0.8,0.359
"Northern_hardwood","ME_NH","Industrial","harvested",3,15,2.402,5.4,11.4,2.4,1.081
"Northern_hardwood","ME_NH","Industrial","harvested",4,20,4.876,10.9,18.2,4.9,2.194
"Northern_hardwood","ME_NH","Industrial","harvested",5,25,8,17.9,25.8,8.1,3.6
"Northern_hardwood","ME_NH","Industrial","harvested",6,30,11.512,25.8,33.7,11.6,5.18
"Northern_hardwood","ME_NH","Industrial","harvested",7,35,15.172,34,41.9,15.3,6.827
"Northern_hardwood","ME_NH","Industrial","harvested",8,40,18.793,42.1,50,18.9,8.457
"Northern_hardwood","ME_NH","Industrial","harvested",9,45,22.242,49.9,58.1,22.5,10.009
"Northern_hardwood","ME_NH","Industrial","harvested",10,50,25.437,57,65.9,25.7,11.447
"Northern_hardwood","ME_NH","Industrial","harvested",11,55,28.334,63.5,73.5,28.6,12.75
"Northern_hardwood","ME_NH","Industrial","harvested",12,60,30.917,69.3,80.8,31.2,13.913
"Northern_hardwood","ME_NH","Industrial","harvested",13,65,33.191,74.4,87.7,33.5,14.936
"Northern_hardwood","ME_NH","Industrial","harvested",14,70,35.172,78.8,94.2,35.5,15.827
"Northern_hardwood","ME_NH","Industrial","harvested",15,75,36.884,82.7,100.4,37.2,16.598
"Northern_hardwood","ME_NH","Industrial","harvested",16,80,38.353,86,106.2,38.7,17.259
"Northern_hardwood","ME_NH","Industrial","harvested",17,85,39.607,88.8,111.6,40,17.823
"Northern_hardwood","ME_NH","Industrial","harvested",18,90,40.673,91.2,116.7,41,18.303
"Northern_hardwood","ME_NH","Industrial","harvested",19,95,41.576,93.2,121.4,41.9,18.709
"Northern_hardwood","ME_NH","Industrial","harvested",20,100,42.337,94.9,125.8,42.7,19.052
"Northern_hardwood","ME_NH","Industrial","harvested",21,105,42.979,96.3,129.8,43.3,19.341
"Northern_hardwood","ME_NH","Industrial","harvested",22,110,43.518,97.6,133.6,43.9,19.583
"Northern_hardwood","ME_NH","Industrial","harvested",23,115,43.971,98.6,137.1,44.4,19.787
"Northern_hardwood","ME_NH","Industrial","harvested",24,120,44.35,99.4,140.3,44.7,19.958
"Northern_hardwood","ME_NH","Industrial","harvested",25,125,44.667,100.1,143.3,45,20.1
"Northern_hardwood","ME_NH","Industrial","harvested",26,130,44.932,100.7,146,45.3,20.219
"Northern_hardwood","ME_NH","Industrial","harvested",27,135,45.154,101.2,148.5,45.5,20.319
"Northern_hardwood","ME_NH","Industrial","harvested",28,140,45.339,101.6,150.8,45.7,20.403
